WKT;rasterval
LINESTRING (16.233 48.2123,16.2339 48.2131,16.2343 48.2144,16.2361 48.2153,16.2368 48.2166,16.2377 48.2174);Trennstraße
LINESTRING (16.2333 48.2022,16.2335 48.2021);Hofjagdstraße
LINESTRING (16.2335 48.2021,16.2353 48.2016);Hofjagdstraße
LINESTRING (16.2409 48.2089,16.2392 48.2094,16.2388 48.2096,16.2374 48.2099,16.2335 48.2112);Anzengruberstraße
LINESTRING (16.2335 48.2112,16.2342 48.2118);Josef-Ressel-Straße
LINESTRING (16.2338 48.2021,16.2339 48.2021);Wiener Steg
LINESTRING (16.234 48.2024,16.2338 48.2021);Wiener Steg
LINESTRING (16.234 48.2024,16.2342 48.2024);Wiener Steg
LINESTRING (16.2342 48.2118,16.2357 48.2111,16.2378 48.2106,16.2396 48.2104,16.2413 48.2097);Riedstraße
LINESTRING (16.2342 48.2118,16.2358 48.2125);Glossystraße
LINESTRING (16.2342 48.2025,16.2346 48.2029);Auhofbrücke
LINESTRING (16.2342 48.2143,16.2356 48.2138);Hermine-Clöter-Gasse
LINESTRING (16.2343 48.208,16.235 48.2089);Christian-von-Arup-Gasse
LINESTRING (16.2345 48.202,16.2405 48.2009);Wientalstraße
LINESTRING (16.2346 48.2067,16.2356 48.2077);Bahnweg
LINESTRING (16.2348 48.2099,16.2357 48.2105);Karl-von-Böhmerle-Gasse
LINESTRING (16.235 48.2089,16.236 48.2085);Missongasse
LINESTRING (16.2369 48.2047,16.2355 48.2057,16.2354 48.2062,16.2351 48.2066);Kolonieweg
LINESTRING (16.2351 48.205,16.2352 48.2048,16.2359 48.2045,16.2359 48.2043);Brückenweg
LINESTRING (16.2361 48.2047,16.2351 48.205);Hauptstraße
LINESTRING (16.2351 48.2066,16.2372 48.2059);Wolfenweg
LINESTRING (16.2351 48.2066,16.236 48.2073,16.236 48.2076);Promenadenstraße
LINESTRING (16.2353 48.2016,16.2352 48.2004,16.2354 48.2004);Hofjagdstraße
LINESTRING (16.2352 48.2078,16.2374 48.2099);Jakob-Gremdlinger-Straße
LINESTRING (16.2353 48.2016,16.2403 48.2007);Hofjagdstraße
LINESTRING (16.2358 48.2125,16.2354 48.2128,16.2356 48.2138,16.2375 48.2149,16.2378 48.2157,16.2388 48.2169);Einfahrtstraße
LINESTRING (16.2354 48.2094,16.2364 48.2103);Christian-von-Arup-Gasse
LINESTRING (16.2409 48.2046,16.236 48.2056,16.236 48.206,16.2356 48.2064);Hans-Muhr-Promenade
LINESTRING (16.2357 48.2041,16.2359 48.2043);Wolf-in-der-Au-Brücke
LINESTRING (16.2376 48.2062,16.2357 48.207);Anschlußgasse
LINESTRING (16.2357 48.2111,16.2386 48.2128,16.2394 48.2135);Genossenschaftsstraße
LINESTRING (16.2413 48.2097,16.2405 48.2109,16.2358 48.2125);Einfahrtstraße
LINESTRING (16.2358 48.2125,16.2385 48.2138,16.2396 48.215,16.2415 48.2158);Glossystraße
LINESTRING (16.2359 48.2043,16.2359 48.2043);Wolf-in-der-Au-Brücke
LINESTRING (16.236 48.2076,16.2364 48.2077,16.2376 48.2087,16.2388 48.2105);Abraham-a-Sancta-Clara-Straße
LINESTRING (16.2361 48.1376,16.236 48.1381);Jakob-Sommerbauer-Straße
LINESTRING (16.2381 48.2065,16.236 48.2073);Heimstättenstraße
LINESTRING (16.2367 48.2047,16.2361 48.2047);Straßenbrücke Wolf in der Au
LINESTRING (16.2361 48.137,16.2361 48.1374);Jakob-Sommerbauer-Straße
LINESTRING (16.2361 48.1374,16.2361 48.1376);Brücke Jakob Sommerbauer Gasse
LINESTRING (16.2361 48.1374,16.2386 48.1372);Lodererweg
LINESTRING (16.2362 48.2154,16.2376 48.2149,16.2392 48.2145);Stammhausstraße
LINESTRING (16.2364 48.2077,16.2399 48.2062,16.2409 48.206,16.2411 48.2058);Mariabrunner Straße
LINESTRING (16.2402 48.2039,16.2376 48.2047,16.2367 48.2047);Hauptstraße
LINESTRING (16.2367 48.2054,16.237 48.2057);Rudolf-Hammer-Gasse
LINESTRING (16.2368 48.2145,16.2374 48.2135,16.238 48.2131,16.2386 48.2128,16.2399 48.2129);Bugstraße
LINESTRING (16.237 48.2168,16.2382 48.2162);Waldweg
LINESTRING (16.237 48.2057,16.2385 48.2067);Rudolf-Hammer-Gasse
LINESTRING (16.237 48.2082,16.2405 48.2077,16.2421 48.2073);Wasserweg
LINESTRING (16.2402 48.1387,16.2399 48.1388,16.2393 48.1385,16.2373 48.1381);Jägerweggasse
LINESTRING (16.2373 48.206,16.239 48.2056);Schützensteig
LINESTRING (16.2377 48.2174,16.2415 48.2158);Forstschulstraße
LINESTRING (16.2379 48.2489,16.2377 48.2491,16.2379 48.2491);Scheiterplatzl
LINESTRING (16.2377 48.2405,16.2389 48.2398);Karl-Bekehrty-Straße
LINESTRING (16.2393 48.2491,16.2379 48.2489);Scheiterplatzl
LINESTRING (16.2379 48.2063,16.2392 48.206);Hasensteig
LINESTRING (16.2381 48.2083,16.2413 48.2082);Bründlsteig
LINESTRING (16.2381 48.2069,16.2399 48.2078);Apfelrosenweg
LINESTRING (16.2382 48.2162,16.2389 48.2159,16.2398 48.2151);Waldweg
LINESTRING (16.2382 48.2051,16.2385 48.2057);Karl-Leeder-Gasse
LINESTRING (16.2383 48.1949,16.2384 48.1951);Schallauzterbrücke
LINESTRING (16.2384 48.1951,16.2384 48.1951);Stegtorstraße
LINESTRING (16.2384 48.1951,16.2386 48.197,16.24 48.1986,16.2418 48.1994,16.2445 48.1995,16.2459 48.2002);Stegtorstraße
LINESTRING (16.2385 48.208,16.2386 48.2088,16.2398 48.2089,16.2405 48.21);Waldrosengasse
LINESTRING (16.2386 48.1372,16.2389 48.1372);Lodererweg
LINESTRING (16.2388 48.2105,16.2399 48.2125,16.2399 48.2135);Stammhausstraße
LINESTRING (16.2389 48.2398,16.2413 48.2381,16.241 48.2369,16.2404 48.2359,16.2403 48.2341,16.2394 48.2321,16.2397 48.2299,16.2405 48.2289);Karl-Bekehrty-Straße
LINESTRING (16.2389 48.1372,16.239 48.1372);Lodererweg
LINESTRING (16.2389 48.2054,16.239 48.2056);Veilchenweg
LINESTRING (16.239 48.2208,16.2417 48.219,16.2442 48.2178,16.2452 48.2165,16.2462 48.2157,16.2463 48.2149,16.2465 48.2146,16.2481 48.2143,16.2495 48.2145);Knödelhüttenstraße
LINESTRING (16.239 48.2208,16.2418 48.2222);Nikolaus-Pytty-Gasse
LINESTRING (16.239 48.2056,16.2393 48.2057,16.2411 48.2055);Rudolf-Henke-Straße
LINESTRING (16.239 48.2056,16.2405 48.2077,16.2413 48.2097);Pfarrwiesenstraße
LINESTRING (16.239 48.2095,16.2394 48.2102);Giselagasse
LINESTRING (16.239 48.2143,16.2394 48.2135);Viktor-Kutschera-Platz
LINESTRING (16.239 48.1372,16.2391 48.1373);Fellnersteg
LINESTRING (16.2391 48.1373,16.2397 48.1378);Lodererweg
LINESTRING (16.2394 48.2135,16.2399 48.2135,16.2396 48.2143,16.2392 48.2145);Viktor-Kutschera-Platz
LINESTRING (16.2426 48.2116,16.2406 48.2113,16.2393 48.2114);Keilstraße
LINESTRING (16.2393 48.2139,16.2449 48.2149,16.2463 48.2147);Edenstraße
LINESTRING (16.2394 48.2068,16.2397 48.2067);Dreiersteig
LINESTRING (16.2394 48.2102,16.2396 48.2104);Giselagasse
LINESTRING (16.2421 48.2156,16.2395 48.2144);Antonie-Platzer-Gasse
LINESTRING (16.2396 48.2052,16.2397 48.2056);Primelweg
LINESTRING (16.2397 48.1378,16.2415 48.1376);Breitenfurter Straße
LINESTRING (16.2411 48.2213,16.2397 48.2202);Georg-Freißleben-Gasse
LINESTRING (16.2398 48.2122,16.2425 48.2126);Hochstraße
LINESTRING (16.2399 48.2135,16.2405 48.2135,16.2432 48.2139,16.2469 48.214,16.2475 48.2144);Genossenschaftsstraße
LINESTRING (16.2401 48.2051,16.2402 48.2055);Nelkenweg
LINESTRING (16.245 48.2034,16.2431 48.2034,16.2402 48.2039);Linzer Straße
LINESTRING (16.2404 48.1387,16.2402 48.1387);Brücke Jägerweggasse
LINESTRING (16.2403 48.2217,16.2427 48.2203,16.2432 48.2199,16.2444 48.2184,16.2447 48.2178,16.2448 48.2171);Langwiesgasse
LINESTRING (16.2403 48.2007,16.2405 48.2007);Hofjagdstraße
LINESTRING (16.2403 48.2061,16.2418 48.2092);Alpengartenstraße
LINESTRING (16.2411 48.1384,16.2404 48.1387);Jägerweggasse
LINESTRING (16.2405 48.2007,16.2407 48.2007);Grünauerbrücke
LINESTRING (16.2405 48.2289,16.2413 48.2285);Karl-Bekehrty-Straße
LINESTRING (16.2405 48.2046,16.2407 48.2056);Rosenweg
LINESTRING (16.2417 48.2209,16.2406 48.2197);Moschingergasse
LINESTRING (16.2407 48.2007,16.2426 48.2003,16.2452 48.2002,16.2482 48.2007,16.2495 48.2008,16.2509 48.2005,16.2528 48.1997);Hofjagdstraße
LINESTRING (16.2408 48.1646,16.2409 48.1646);Schlossergassl
LINESTRING (16.2409 48.2008,16.2445 48.2003,16.2486 48.2008,16.2501 48.2008,16.2519 48.2003,16.2545 48.1991);Wientalstraße
LINESTRING (16.2409 48.1646,16.2417 48.166,16.2436 48.167);Schlossergassl
LINESTRING (16.2426 48.2045,16.2409 48.2046);Freesienweg
LINESTRING (16.2409 48.206,16.2422 48.2089);Alois-Behr-Straße
LINESTRING (16.2454 48.2006,16.2436 48.2005,16.2409 48.2009);Wientalstraße
LINESTRING (16.245 48.2043,16.2426 48.2045,16.244 48.2049,16.244 48.2051,16.241 48.2053,16.2411 48.2058,16.2422 48.2063,16.243 48.2076,16.2439 48.2079);Bierhäuselberggasse
LINESTRING (16.2419 48.1376,16.2411 48.1384);Gütenbachstraße
LINESTRING (16.2412 48.2225,16.2451 48.2226,16.2457 48.2224,16.246 48.222,16.2474 48.2218);Eichbachgasse
LINESTRING (16.2413 48.2081,16.2425 48.2078);Bründlsteig
LINESTRING (16.2413 48.2097,16.2429 48.2085);Einfahrtstraße
LINESTRING (16.2413 48.2152,16.2419 48.2148);Josef-Uridil-Gasse
LINESTRING (16.2413 48.2285,16.2422 48.228,16.2425 48.2273,16.2435 48.2265,16.2446 48.2255);Karl-Bekehrty-Straße
LINESTRING (16.2415 48.1376,16.2418 48.1376);Gütenbachbrücke
LINESTRING (16.2415 48.2158,16.242 48.2157,16.2422 48.2154,16.2417 48.2145,16.2427 48.212);Windschutzstraße
LINESTRING (16.2415 48.1367,16.2415 48.1365);Ambrosweg
LINESTRING (16.2453 48.1356,16.2441 48.1357,16.2423 48.1366,16.2415 48.1367);Otto-Edelmann-Promenade
LINESTRING (16.2418 48.2222,16.2421 48.2216,16.2416 48.221);Moschingergasse
LINESTRING (16.2417 48.2061,16.2424 48.2062,16.2422 48.2063);Ignaz-Binder-Platz
LINESTRING (16.2462 48.224,16.2444 48.2246,16.2437 48.2246,16.2428 48.2239,16.2418 48.2227,16.2418 48.2222);Schuhbrechergasse
LINESTRING (16.2418 48.2092,16.2421 48.2095,16.2425 48.2095);Grenzweg
LINESTRING (16.2418 48.2222,16.2429 48.2223,16.2446 48.2218);Neuwiesgasse
LINESTRING (16.2418 48.1376,16.2448 48.1376);Breitenfurter Straße
LINESTRING (16.2419 48.1309,16.2418 48.1311);Steinbruchbrücke
LINESTRING (16.2419 48.1309,16.2419 48.1309);Steinbruchbrücke
LINESTRING (16.2421 48.2073,16.2419 48.2069);An der Grenze
LINESTRING (16.2446 48.2218,16.2443 48.2212,16.2427 48.2203,16.242 48.2198,16.2423 48.2194,16.2442 48.2186);Heinrich-Kneissl-Gasse
LINESTRING (16.2421 48.204,16.2451 48.2038);Zolagasse
LINESTRING (16.2424 48.2234,16.243 48.2232,16.2444 48.2232,16.2459 48.2241);Joachim-Schettl-Gasse
LINESTRING (16.2424 48.2062,16.2432 48.2062);Kometengasse
LINESTRING (16.2427 48.2105,16.2425 48.2092,16.2429 48.2085);Anzbachgasse
LINESTRING (16.2425 48.2078,16.2427 48.2081,16.243 48.2081);An der Grenze
LINESTRING (16.2425 48.2095,16.2432 48.2094,16.2448 48.2095,16.2478 48.2091,16.2491 48.2092,16.2496 48.2096,16.2493 48.2107,16.2488 48.2113);Grenzweg
LINESTRING (16.2427 48.2105,16.2426 48.2118,16.2431 48.2123,16.2438 48.2126,16.247 48.213);Robert-Fuchs-Gasse
LINESTRING (16.2429 48.2223,16.2427 48.2218);Neuwiesgasse
LINESTRING (16.2495 48.2115,16.2499 48.2108,16.2503 48.2093,16.2496 48.2087,16.248 48.2085,16.2452 48.2087,16.2443 48.2091,16.2439 48.2097,16.2427 48.2105);Sonnenweg
LINESTRING (16.2427 48.2087,16.2434 48.2085,16.2452 48.2087);Marsweg
LINESTRING (16.2444 48.211,16.2428 48.2121);Bühlerweg
LINESTRING (16.2429 48.2085,16.2439 48.2079);Anzbachgasse
LINESTRING (16.2432 48.1414,16.2429 48.1408,16.2431 48.14,16.2439 48.1389,16.2449 48.1383,16.2448 48.138);In der Klausen
LINESTRING (16.2429 48.2084,16.243 48.2076);Bierhäuselberggasse
LINESTRING (16.2431 48.2173,16.2439 48.2179);Glossystraße
LINESTRING (16.2431 48.2052,16.2432 48.2062,16.245 48.2071,16.2452 48.2074);Erdenweg
LINESTRING (16.2432 48.2199,16.2435 48.2198,16.245 48.2189,16.2454 48.2186,16.2456 48.2179);Forstmeistergasse
LINESTRING (16.2432 48.2102,16.2437 48.2115,16.2444 48.2127);Alois Grandl Weg
LINESTRING (16.2452 48.143,16.2432 48.1414);Kalksburger Straße
LINESTRING (16.2433 48.2244,16.2444 48.2236,16.2444 48.223,16.2442 48.2227);Haidersberggasse
LINESTRING (16.2433 48.2199,16.2444 48.22,16.2448 48.2205,16.2452 48.2206,16.2464 48.2201,16.247 48.2204);Königswiesengasse
LINESTRING (16.2458 48.2021,16.2436 48.2022);Lindheimgasse
LINESTRING (16.2436 48.167,16.2447 48.1677,16.2451 48.1681);Schlossergassl
LINESTRING (16.2437 48.2197,16.2472 48.2197,16.2478 48.2199);Ochsenkopfweg
LINESTRING (16.2438 48.225,16.2444 48.2246);Schuhbrechergasse
LINESTRING (16.2439 48.2079,16.2452 48.2072,16.2475 48.2064,16.2526 48.206);Mondweg
LINESTRING (16.2439 48.2079,16.2478 48.2076,16.2497 48.2077,16.253 48.2073);Anzbachgasse
LINESTRING (16.2486 48.2186,16.2467 48.2181,16.2442 48.2178);Haspelmeistergasse
LINESTRING (16.2442 48.2197,16.2444 48.22);Königswiesengasse
LINESTRING (16.2443 48.1376,16.2443 48.1375);Fritz-Steinbach-Gasse
LINESTRING (16.2443 48.1375,16.2443 48.1374);Fritz-Steinbach-Gasse
LINESTRING (16.2443 48.1374,16.2446 48.1363);Fritz-Steinbach-Gasse
LINESTRING (16.2465 48.2097,16.2452 48.2099,16.2445 48.2103,16.2445 48.2114,16.2455 48.212,16.2461 48.2119,16.2473 48.2115,16.2484 48.2106,16.2486 48.2098,16.2484 48.2097,16.2478 48.2096,16.2465 48.2097);Scheiblinweg
LINESTRING (16.2465 48.2097,16.2461 48.2097);Scheiblinweg
LINESTRING (16.2446 48.2255,16.2462 48.224);Karl-Bekehrty-Straße
LINESTRING (16.2446 48.2218,16.2456 48.2218);Neuwiesgasse
LINESTRING (16.2446 48.1363,16.2446 48.1361,16.2452 48.1362,16.2453 48.1356);Fritz-Steinbach-Gasse
LINESTRING (16.2552 48.1688,16.254 48.1699,16.2507 48.1703,16.2482 48.1715,16.2474 48.1716,16.2456 48.1722,16.2447 48.1722);Rohrhausstraße
LINESTRING (16.2448 48.138,16.2448 48.1376);Kalksburg-Kirchenplatz
LINESTRING (16.2448 48.1376,16.2455 48.1376);Breitenfurter Straße
LINESTRING (16.2456 48.138,16.2448 48.1378);Zemlinskygasse
LINESTRING (16.2448 48.2205,16.2459 48.2201,16.2462 48.2197);Ramwiesenweg
LINESTRING (16.2448 48.2226,16.2466 48.2235);Hochenaistgasse
LINESTRING (16.2461 48.2097,16.2448 48.2095);Scheiblinweg
LINESTRING (16.2452 48.2034,16.245 48.2043);Samptwandnergasse
LINESTRING (16.245 48.2034,16.2453 48.2029,16.2479 48.2027,16.2485 48.203,16.2484 48.2037);Utendorfgasse
LINESTRING (16.2452 48.2034,16.245 48.2034);Linzer Straße
LINESTRING (16.2451 48.2197,16.2459 48.219,16.2457 48.2186);Christian-Petzlberger-Weg
LINESTRING (16.2519 48.204,16.2452 48.2034);Linzer Straße
LINESTRING (16.2452 48.2074,16.2453 48.2077);Erdenweg
LINESTRING (16.2453 48.1356,16.2459 48.1356);Promenadeweg
LINESTRING (16.2488 48.2113,16.2469 48.2123,16.2453 48.2128);Grenzweg
LINESTRING (16.247 48.213,16.2453 48.214);Jupiterweg
LINESTRING (16.2509 48.145,16.2473 48.1436,16.2453 48.1431);Kalksburger Straße
LINESTRING (16.2454 48.2186,16.2457 48.2186);Ausjagdweg
LINESTRING (16.2497 48.2016,16.2481 48.2015,16.2454 48.2006);Nikolaibrücke
LINESTRING (16.2455 48.1376,16.2459 48.1368,16.2459 48.1356);Mackgasse
LINESTRING (16.2455 48.1376,16.2459 48.1376);Breitenfurter Straße
LINESTRING (16.2492 48.1385,16.2472 48.1381,16.2456 48.138);Zemlinskygasse
LINESTRING (16.2457 48.2186,16.2472 48.2186,16.2478 48.2187);Ausjagdweg
LINESTRING (16.2469 48.223,16.2457 48.2224);Überreiterweg
LINESTRING (16.2476 48.2022,16.2458 48.2021);Lindheimgasse
LINESTRING (16.2459 48.1356,16.2482 48.1354);Promenadeweg
LINESTRING (16.2459 48.1376,16.2474 48.1374,16.2526 48.1372,16.2578 48.1381);Breitenfurter Straße
LINESTRING (16.2462 48.2197,16.2468 48.2192,16.2468 48.2185);Waldschafferweg
LINESTRING (16.2462 48.224,16.2472 48.2226,16.2478 48.22,16.2487 48.2187);Karl-Bekehrty-Straße
LINESTRING (16.2475 48.2144,16.2479 48.2155,16.2468 48.2167,16.2467 48.2181);Mittelstraße
LINESTRING (16.2468 48.2219,16.247 48.2205);Eichbachgasse
LINESTRING (16.2469 48.214,16.2484 48.2132);Saturnweg
LINESTRING (16.247 48.1318,16.247 48.1316);Zugbergsteg
LINESTRING (16.247 48.2204,16.2472 48.2204,16.2478 48.22);Eichbachgasse
LINESTRING (16.247 48.2205,16.247 48.2204);Eichbachgasse
LINESTRING (16.247 48.213,16.2495 48.2116);Jupiterweg
LINESTRING (16.2484 48.2132,16.247 48.213);Robert-Fuchs-Gasse
LINESTRING (16.248 48.2184,16.2472 48.2197);Jakob-Puggl-Weg
LINESTRING (16.2475 48.2064,16.2478 48.2076);Siriusweg
LINESTRING (16.2475 48.2027,16.2476 48.2022);Lindheimgasse
LINESTRING (16.2477 48.2076,16.2478 48.2085);Siriusweg
LINESTRING (16.2497 48.2077,16.248 48.2085);Merkurweg
LINESTRING (16.2482 48.1354,16.2503 48.1349);Promenadeweg
LINESTRING (16.2482 48.1374,16.2482 48.1354);Gräfin-Zichy-Straße
LINESTRING (16.2486 48.2098,16.2503 48.2092,16.252 48.208);Venusweg
LINESTRING (16.2488 48.2185,16.249 48.2169);Hüttelbergstraße
LINESTRING (16.2489 48.2187,16.249 48.2189);Amundsenstraße
LINESTRING (16.249 48.2169,16.2492 48.2154,16.2495 48.2145);Hüttelbergstraße
LINESTRING (16.2495 48.2172,16.249 48.2169);Ulmenstraße
LINESTRING (16.249 48.2063,16.2491 48.2076);Neptunweg
LINESTRING (16.249 48.2012,16.2492 48.2016);Nikolaisteg
LINESTRING (16.2492 48.2191,16.249 48.2189);Halterbachbrücke
LINESTRING (16.2575 48.1396,16.2549 48.1395,16.2515 48.1387,16.2492 48.1385);Zemlinskygasse
LINESTRING (16.2492 48.2191,16.2509 48.2206);Amundsenstraße
LINESTRING (16.2495 48.2115,16.2526 48.2094,16.253 48.2084);Jupiterweg
LINESTRING (16.2495 48.2116,16.25 48.2112);Jupiterweg
LINESTRING (16.2495 48.2145,16.2506 48.2134);Hüttelbergstraße
LINESTRING (16.2496 48.1701,16.2496 48.1699);Lehrpfadsteg 2
LINESTRING (16.2554 48.1991,16.2517 48.201,16.2497 48.2016);Hadikgasse
LINESTRING (16.2627 48.2186,16.2605 48.2173,16.2596 48.2174,16.2595 48.2177,16.2598 48.2182,16.2607 48.2186,16.2606 48.2188,16.2584 48.2183,16.2568 48.2183,16.2546 48.2163,16.2541 48.2162,16.254 48.2165,16.2549 48.2176,16.2548 48.2181,16.2538 48.219,16.2546 48.2204,16.2546 48.2205,16.2543 48.2206,16.2507 48.2192,16.2499 48.2184,16.2497 48.2173);Ulmenstraße
LINESTRING (16.2497 48.2173,16.2501 48.217,16.2502 48.2162,16.251 48.2148,16.2508 48.2142,16.2509 48.2131);Kerbelgasse
LINESTRING (16.2499 48.2184,16.2503 48.2184);Balsaminengasse
LINESTRING (16.2502 48.2168,16.2531 48.2171);Pirolweg
LINESTRING (16.2546 48.1342,16.2514 48.1345,16.2503 48.1349);Promenadeweg
LINESTRING (16.2503 48.1347,16.2503 48.1345);Haselbrunnerstraße
LINESTRING (16.2503 48.1349,16.2503 48.1348);Haselbrunnerstraße
LINESTRING (16.2503 48.1373,16.2503 48.1349);Haselbrunnerstraße
LINESTRING (16.252 48.1359,16.2503 48.136);Am Badfeld
LINESTRING (16.2503 48.2184,16.2505 48.2184);Balsaminengasse
LINESTRING (16.2503 48.1345,16.2545 48.1339);Ketzergasse
LINESTRING (16.2505 48.2184,16.2524 48.2183,16.2542 48.2178,16.2544 48.2177,16.2543 48.217);Balsaminengasse
LINESTRING (16.2506 48.2134,16.2508 48.2132);Hüttelbergbrücke
LINESTRING (16.2508 48.2132,16.2551 48.2102,16.2557 48.2095,16.2556 48.2071,16.2569 48.2053,16.2574 48.2034,16.2571 48.202);Hüttelbergstraße
LINESTRING (16.2508 48.2117,16.2536 48.2096,16.2537 48.2086,16.2536 48.2083);Saturnweg
LINESTRING (16.2509 48.2131,16.2518 48.2135,16.2518 48.2141,16.2511 48.2155,16.2512 48.2164,16.2509 48.2171,16.2514 48.218);Wegerichgasse
LINESTRING (16.2509 48.2206,16.252 48.2219,16.2532 48.223,16.2548 48.2254,16.2555 48.2272,16.2554 48.2279,16.2558 48.2289,16.2562 48.2296,16.2569 48.2301);Amundsenstraße
LINESTRING (16.2511 48.1451,16.2509 48.145);Kalksburger Straße
LINESTRING (16.2579 48.2303,16.2573 48.2296,16.2564 48.2291,16.256 48.2286,16.2553 48.2258,16.2538 48.2233,16.251 48.2206);Amundsentrail
LINESTRING (16.2535 48.1456,16.2511 48.1451);Kalksburger Straße
LINESTRING (16.2512 48.1875,16.2527 48.1874);Adolfstorgasse
LINESTRING (16.2513 48.1874,16.2512 48.1875);Adolfstorsteg
LINESTRING (16.2533 48.2151,16.2526 48.2151,16.2518 48.2158,16.2514 48.2186,16.2523 48.2198);Waldmeistergasse
LINESTRING (16.2526 48.2151,16.2514 48.2147);Girlitzweg
LINESTRING (16.2521 48.2081,16.2516 48.2074);Uranusweg
LINESTRING (16.2517 48.1346,16.252 48.1359);Randgasse
LINESTRING (16.2537 48.2146,16.2525 48.2143,16.2518 48.2139);Libellenweg
LINESTRING (16.2519 48.1377,16.2518 48.1387);Eisenberggasse
LINESTRING (16.2519 48.1531,16.256 48.1527,16.2582 48.1527);Gebirgsgasse
LINESTRING (16.2519 48.1372,16.2519 48.1377);Eisenberggasse
LINESTRING (16.255 48.2028,16.2533 48.2038,16.2519 48.204);Linzer Straße
LINESTRING (16.253 48.2073,16.2519 48.204);Wolfersberggasse
LINESTRING (16.255 48.1356,16.252 48.1359);Am Badfeld
LINESTRING (16.2521 48.2081,16.2528 48.2084);Uranusweg
LINESTRING (16.2522 48.1701,16.2544 48.1733);Grabner Rennweg
LINESTRING (16.2531 48.1501,16.2522 48.1505);Maurer Lange Gasse
LINESTRING (16.2524 48.2172,16.2524 48.2188,16.2533 48.2198,16.2534 48.2202);Dostgasse
LINESTRING (16.2525 48.1993,16.2531 48.1984);Himmelhofgasse
LINESTRING (16.2578 48.2161,16.2536 48.2156,16.2529 48.2157,16.2526 48.2164,16.253 48.2169,16.2538 48.2191);Zyklamengasse
LINESTRING (16.2527 48.1874,16.2543 48.1873,16.2567 48.1875,16.2577 48.1878,16.2598 48.1879,16.261 48.1885,16.2623 48.1883,16.2633 48.1884,16.2637 48.1885);Adolfstorgasse
LINESTRING (16.2528 48.1302,16.2528 48.1303);Talgasse
LINESTRING (16.2533 48.1746,16.2527 48.1763,16.2529 48.1768);Promenadeweg
LINESTRING (16.2539 48.1988,16.2528 48.1997);Auhofstraße
LINESTRING (16.2528 48.2084,16.253 48.2084);Uranusweg
LINESTRING (16.2528 48.1997,16.2528 48.1998);Auhofstraße
LINESTRING (16.2529 48.1768,16.2541 48.1768);Hanschweg
LINESTRING (16.255 48.2098,16.2543 48.2086,16.253 48.2078,16.253 48.2073);Wolfersberggasse
LINESTRING (16.253 48.2084,16.253 48.2078);Wolfersberggasse
LINESTRING (16.253 48.2084,16.2532 48.2084);Uranusweg
LINESTRING (16.2551 48.1495,16.2531 48.1501);Maurer Lange Gasse
LINESTRING (16.2531 48.2019,16.254 48.2023,16.2545 48.2023,16.2547 48.2025);Ignaz-Prilisauer-Weg
LINESTRING (16.2541 48.1969,16.2531 48.1984);Himmelhofgasse
LINESTRING (16.2539 48.1988,16.2531 48.1984);Nikolausgasse
LINESTRING (16.2532 48.1344,16.2538 48.1368,16.2537 48.1373);Feldgasse
LINESTRING (16.2532 48.2084,16.2539 48.2084);Uranusweg
LINESTRING (16.2532 48.2156,16.2533 48.2151);Stockentenweg
LINESTRING (16.2532 48.2019,16.2558 48.2003);Christine-Enghaus-Weg
LINESTRING (16.2588 48.1749,16.256 48.1744,16.2555 48.1744,16.2549 48.1747,16.2533 48.1746);Wlassakstraße
LINESTRING (16.2538 48.148,16.2533 48.1481);Ottillingerplatz
